"","SID","topic","article_number","scale_name","value","text","tone_pos","tone_neg"
"1153","s514","health",40,"msg_share_narrow",5,"Good to know so I don't waste effort on this!",10,0
"1154","s516","climate",95,"msg_share_narrow",47,"as i said before climate change is to learn by everybody and particularly about global warming",0,0
"1155","s520","climate",89,"msg_share_narrow",50,"This article matters to me because all lives matter, even animals. Weakening the law will kill off species that are endangered!",0,9.52
"1156","s526","climate",33,"msg_share_narrow",62,"Traveling less to save energy overall.",0,0
"1157","s529","health",74,"msg_share_narrow",22,"Study suggests that a common gut bacterium may help obese people with metabolic disorders.",7.14,0
"1158","s531","health",54,"msg_share_narrow",24,"Because this applies to most of us living in the midwest.",0,0
"1159","s533","health",62,"msg_share_narrow",5,"This could help people I know to come up with new challenges in their workout routine.",18.75,0
"1160","s537","climate",37,"msg_share_narrow",14,"Ancient Egyptian lifestyle could only make it for so long.  That way of life could not survive.",0,0
"1161","s540","health",18,"msg_share_narrow",46,"This matters to people i know because it shows that exercise can help keep your immune system in tip top shape, which is important given the corona virus situation.",10.34,0
"1162","s543","climate",35,"msg_share_narrow",4,"US and its decision about climate change",0,0
"1163","s545","climate",97,"msg_share_narrow",68,"Some think that climate change isn't real, please read these real stories from the front lines.",0,0
"1164","s547","climate",37,"msg_share_narrow",27,"It matters because some people are interested in history and would find it interesting to know how the pharaohs lived.",10,0
"1165","s551","health",84,"msg_share_narrow",65,"yes i think we can make improvement in our body and mind every time in the day",11.76,0
"1166","s553","health",4,"msg_share_narrow",4,"Sugar is bad all around!",0,20
"1167","s555","health",34,"msg_share_narrow",47,"fitness is very important for healthy body",14.29,0
"1168","s559","climate",91,"msg_share_narrow",73,"because it is very uselful to people",0,0
"1169","s563","health",50,"msg_share_narrow",34,"Everyone is always telling me how much worse red meat is for me and now science is proving them wrong.",0,10
"1170","s568","climate",83,"msg_share_narrow",83,"Climate change creates an greater impact for all people who were environmental friendly. I always prefer to protect our environment for our future generations.",4.17,0
"1171","s571","climate",27,"msg_share_narrow",10,"Young people absolutely need to continue to fight against climate change and I feel that taking it to the streets and/or a strike like this is one of the best means to do it.",0,2.86
"1172","s574","climate",11,"msg_share_narrow",6,"This article would matter mostly the people I know because of the holiday food waste mention.  not so much about climate issues.",4.55,0
"1173","s576","health",100,"msg_share_narrow",34,"Luck, genetics, and lifestyle are the items that help determine how you handle sickness.",14.29,0
"1174","s578","health",14,"msg_share_narrow",33,"Exercise such as walking or dancing is very beneficial for the brain, especially as we age. Socializing is also important.",10,0
"1175","s582","climate",31,"msg_share_narrow",45,"You can help the Earth by consuming less in 2021",10,0
"1176","s584","health",94,"msg_share_narrow",72,"Sugary drinks are a huge boon to health and quitting can bring a lot of health improvements.",5.88,0
"1177","s588","climate",77,"msg_share_narrow",80,"This article is about climate change deniers and where they get their information.",0,0
"1178","s592","health",80,"msg_share_narrow",11,"This has been known for years and doctors keep prescribing them.",9.09,0
"1179","s594","climate",21,"msg_share_narrow",17,"Its about the regulations in Australian coal mine .",0,0
"1180","s598","health",84,"msg_share_narrow",49,"This article matters to people I know because not eating healthy, smoking, being stressed and lack of exercise is something all of them do. This will help them learn how to turn all of that around and possibly prevent them from having a heart attack in the future",2.08,2.08
"1181","s600","health",90,"msg_share_narrow",22,"Hearing loss impacts motor skills",0,20
"1182","s606","health",32,"msg_share_narrow",75,"Sugary drinks are non benefit to people life.",12.5,0
"1183","s610","health",20,"msg_share_narrow",24,"A farmer's shopping with chef Tom Colicchio about avoid wasting food.",0,0
"1184","s615","health",30,"msg_share_narrow",100,"advantages of eating sea food",0,0
"1185","s618","health",74,"msg_share_narrow",23,"My grandfather was obese and it led to the health issues that made him pass.",0,0
"1186","s620","health",84,"msg_share_narrow",100,"Great information on how to possibly improve and extend my life",18.18,0
"1187","s622","climate",41,"msg_share_narrow",92,"A proposal to reduce the 28 country bloc's net carbon emission failed",0,0
"1188","s624","climate",13,"msg_share_narrow",59,"Even though there are a lot of disaters, the billions of money for recovery are not being spent. Govt aid is too slow.",4.35,0
"1189","s627","climate",19,"msg_share_narrow",0,"Protecting the environment is important.",20,0
"1190","s629","climate",29,"msg_share_narrow",56,"As a citizen I too will be affected.",0,0
"1191","s631","health",96,"msg_share_narrow",0,"People with eating disorders need help from partners, but partners are apparently clueless.",7.69,7.69
"1192","s635","health",22,"msg_share_narrow",71,"Flavanoid rich foods lower chances of cancer and cardiovascular death.",10,0
"1193","s638","health",68,"msg_share_narrow",97,"Which gives more energy while playing between those two?",11.11,0
"1194","s640","climate",97,"msg_share_narrow",73,"I have personally known to climate change of this year...",0,0
"1195","s001","health",0,"msg_share_broad",14,"If you skip breakfast before you workout,  it could help you lose weight.",7.69,7.69
"1196","s003","climate",71,"msg_share_broad",0,"Seems to be a rundown of an interview with an oceanographer.",0,0
"1197","s005","health",84,"msg_share_broad",89,"Lifestyle changes, such as quit smoking, exercise more, dealing with stress and more can help stabilize and clear up plaque, unclog arteries and protect your heart health.",3.7,3.7
"1198","s009","health",64,"msg_share_broad",67,"I am a health conscious young person who follows plant based diet",0,0
"1199","s012","health",102,"msg_share_broad",39,"People who are against GMO's don't know much about them according to a new study.",6.67,0
"1200","s015","climate",43,"msg_share_broad",50,"Keeping people working at an industry that is doomed to fail eventually for pure profit is terrible and will cost our world a great deal in the end.",7.14,7.14
"1201","s018","health",96,"msg_share_broad",49,"Most people know someone who are dealing with this issue and it can be useful so we can know how to assist others in this situation. It is informative.",3.45,0
"1202","s020","climate",87,"msg_share_broad",0,"Companies see some high monetary risks related to climate change.",0,0
"1203","s024","health",22,"msg_share_broad",10,"This is an article about ways plants offer good preventative care for some ailments.",7.14,7.14
"1204","s028","health",104,"msg_share_broad",88,"This article relates to my known people as it is about breast cancer which is usually a women's problem",0,0
"1205","s031","climate",43,"msg_share_broad",92,"Storing of Coal in Australia",0,0
"1206","s036","climate",97,"msg_share_broad",45,"Heat has come from climate change.",0,0
"1207","s038","health",60,"msg_share_broad",50,"The importance of Vitamin D with pregnant women and health in general for babies.",0,0
"1208","s041","health",56,"msg_share_broad",79,"This article is about encouraging people to work out or exercise to promote a healthy body and lifestyle so they can live longer.",4.35,0
"1209","s043","climate",19,"msg_share_broad",1,"Land conservation is important in certain circumstances.  The chicken little tactics need to stop, though.",6.67,0
"1210","s046","climate",55,"msg_share_broad",81,"it is very useful by using only limited plastic and made recycle the plastic we use",6.25,0
"1211","s049","health",98,"msg_share_broad",86,"Sports without much pressure on bones may not be good for them.",8.33,0
"1212","s052","climate",3,"msg_share_broad",11,"Since I don't believe Climate Change is man made I am disapointed by the judge in this article.",0,0
"1213","s054","health",84,"msg_share_broad",76,"It is very important topic in our life. We should follow Diet, smoking cessation, stress management and exercise. So we can reduce our heart attach chances.",3.85,3.85
